RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,,ROUND,SQRT,ROUND Q,MAX BALANCE #,250898.09,RANK,LEFT,RIGHT,LEN
7588,15773789,Pavlova,594,Spain,Female,38,7,96858.35,1,1,0,77511.45,0,,96858,311.2201793,311,,,6155,F,773789,7
7589,15600027,Meng,579,Spain,Male,33,1,0,2,1,1,54816.57,0,,0,0,0,,,7309,M,600027,4
7590,15620832,Dean,723,France,Female,35,0,0,2,0,1,61290.99,0,,0,0,0,,,6967,F,620832,4
7591,15568819,Chiganu,619,Germany,Female,42,8,132796.04,3,1,1,191821.35,1,,132796,364.4118549,364,,,416,F,568819,7
7592,15748691,Lung,794,Spain,Female,30,1,154970.54,1,0,1,156768.45,0,,154971,393.6635619,394,,,2165,F,748691,4
7593,15583552,Donaldson,674,Germany,Male,44,3,88902.21,1,1,0,73731.32,0,,88902,298.1643842,298,,,6348,M,583552,9
7594,15588019,Li Fonti,418,France,Male,28,7,98738.92,1,1,0,122190.22,0,,98739,314.2276245,314,,,3868,M,588019,8
7595,15713250,Izmailova,502,France,Male,33,8,0,2,1,1,123509.01,0,,0,0,0,,,3807,M,713250,9
7596,15569595,Walker,678,France,Female,50,6,0,1,1,0,8199.5,0,,0,0,0,,,9596,F,569595,6
7597,15794868,Nnonso,599,Germany,Male,40,10,137456.28,2,1,1,14113.11,0,,137456,370.75059,371,,,9290,M,794868,6
7598,15576680,Stevenson,736,France,Male,29,4,0,2,0,0,51705.01,0,,0,0,0,,,7465,M,576680,9
7599,15613699,Schnaars,430,France,Female,60,7,73937.02,1,1,0,161937.62,1,,73937,271.9135892,272,,,1908,F,613699,8
7600,15609758,Geoghegan,537,France,Female,45,7,158621.04,1,1,0,120892.96,1,,158621,398.2725198,398,,,3939,F,609758,9
7601,15762392,Ilyina,683,Spain,Male,30,1,113257.2,1,1,1,65035.02,0,,113257,336.5367736,337,,,6776,M,762392,6
7602,15693382,Muir,828,France,Male,31,9,0,1,0,1,164257.37,0,,0,0,0,,,1779,M,693382,4
7603,15791769,Gardener,691,France,Female,29,9,116536.43,1,1,0,51987.99,0,,116536,341.3736955,341,,,7454,F,791769,8
7604,15712483,Chidi,608,Spain,Female,28,4,0,2,1,0,10899.63,1,,0,0,0,,,9440,F,712483,5
7605,15636454,Fu,691,France,Female,60,6,101070.69,1,1,0,177355.8,1,,101071,317.9166557,318,,,1136,F,636454,2
7606,15710138,Sun,718,Spain,Male,39,6,0,2,0,1,63889.1,0,,0,0,0,,,6833,M,710138,3
7607,15571571,Ting,680,Germany,Female,31,3,127331.46,3,1,1,176433.6,0,,127331,356.8346956,357,,,1189,F,571571,4
7608,15638751,Ashton,838,Spain,Female,41,5,0,2,1,0,81313.51,0,,0,0,0,,,5944,F,638751,6
7609,15598574,Uwakwe,695,Spain,Female,31,5,0,2,0,1,13998.88,0,,0,0,0,,,9298,F,598574,6
7610,15796787,Vassiliev,681,France,Male,46,0,105969.42,1,1,0,5771.56,0,,105969,325.5288006,326,,,9703,M,796787,9
7611,15615670,Kazakova,762,France,Male,36,5,119547.46,1,1,1,42693.65,0,,119547,345.7556941,346,,,7910,M,615670,8
7612,15705506,Perry,751,Spain,Male,38,7,0,2,0,0,90839.61,0,,0,0,0,,,5470,M,705506,5
7613,15599535,Howell,678,Spain,Male,28,5,138668.18,1,1,1,54144.01,0,,138668,372.3815248,372,,,7347,M,599535,6
7614,15768449,Ricci,634,France,Female,37,7,51582.5,2,1,1,184312.88,0,,51583,227.1189116,227,,,770,F,768449,5
7615,15725002,Smith,749,France,Male,37,7,0,2,1,0,20306.79,0,,0,0,0,,,8999,M,725002,5
7616,15611682,Rossi,590,Spain,Male,37,6,169902.92,1,1,1,128256.18,0,,169903,412.192916,412,,,3556,M,611682,5
7617,15749964,Jones,610,France,Female,27,4,87262.4,2,1,0,182720.07,0,,87262,295.4014218,295,,,854,F,749964,5
7618,15678779,Quezada,502,France,Male,33,7,0,2,0,1,4082.52,0,,0,0,0,,,9782,M,678779,7
7619,15752601,McCulloch,578,France,Female,40,7,0,2,0,0,102233.73,0,,0,0,0,,,4887,F,752601,9
7620,15758477,Tobeolisa,547,France,Female,32,2,0,2,1,0,132002.83,0,,0,0,0,,,3369,F,758477,9
7621,15629133,Black,579,France,Female,27,9,0,2,1,0,126838.7,0,,0,0,0,,,3615,F,629133,5
7622,15604963,Fraser,661,France,Male,39,5,0,2,0,0,181461.46,0,,0,0,0,,,913,M,604963,6
7623,15796413,Green,794,France,Male,46,6,0,2,1,0,195325.74,0,,0,0,0,,,245,M,796413,5
7624,15812470,Allan,719,France,Male,61,5,0,2,0,1,29132.43,0,,0,0,0,,,8554,M,812470,5
7625,15587443,Akudinobi,728,France,Female,69,1,0,2,1,1,131804.86,0,,0,0,0,,,3381,F,587443,9
7626,15689692,Walker,598,Germany,Male,19,3,150348.37,1,1,1,173784.04,0,,150348,387.7473404,388,,,1320,M,689692,6
7627,15779586,Olisaemeka,822,Germany,Female,46,3,115074.02,2,1,0,26249.86,0,,115074,339.2255887,339,,,8718,F,779586,10
7628,15667588,Arcuri,670,Spain,Female,40,3,0,1,1,1,182650.15,0,,0,0,0,,,857,F,667588,6
7629,15624423,Liu,850,France,Male,28,8,99986.98,1,1,0,196582.55,0,,99987,316.2072105,316,,,179,M,624423,3
7630,15591107,Flemming,723,Germany,Female,68,3,110357,1,0,0,141977.54,1,,110357,332.2002408,332,,,2872,F,591107,8
7631,15748986,Bischof,705,Germany,Male,42,8,166685.92,2,1,1,55313.51,0,,166686,408.2719682,408,,,7284,M,748986,7
7632,15793896,John,677,Spain,Male,40,7,95312.8,1,1,1,62944.75,0,,95313,308.7280357,309,,,6882,M,793896,4
7633,15620570,Sinnett,736,France,Male,43,4,202443.47,1,1,0,72375.03,0,,202443,449.9366622,450,,,6416,M,620570,7
7634,15727811,Ts'ui,661,Germany,Female,47,0,109493.62,1,0,0,188324.01,1,,109494,330.8987761,331,,,586,F,727811,5
7635,15707681,Pokrovsky,501,Germany,Male,38,9,88977.39,2,0,1,133403.07,0,,88977,298.2901272,298,,,3303,M,707681,9
7636,15702030,Azarov,516,France,Female,29,2,104982.57,1,1,0,157378.5,0,,104983,324.0108023,324,,,2137,F,702030,6
7637,15673238,McCarthy,517,Germany,Female,59,8,154110.99,2,1,0,101240.08,1,,154111,392.569739,393,,,4938,F,673238,8
7638,15604196,Simpson,766,France,Male,32,6,185714.28,1,1,1,102502.5,0,,185714,430.9454722,431,,,4870,M,604196,7
7639,15769356,Stevenson,520,Germany,Female,23,3,116022.53,2,1,1,37577.66,0,,116023,340.6214908,341,,,8148,F,769356,9
7640,15665590,Moore,541,France,Male,46,6,0,2,1,1,83456.67,0,,0,0,0,,,5838,M,665590,5
7641,15572361,Chill,790,Germany,Female,34,2,164011.48,1,1,0,199420.41,0,,164011,404.9827157,405,,,32,F,572361,5
7642,15667460,Moore,797,France,Male,31,9,0,2,1,1,24748.89,0,,0,0,0,,,8800,M,667460,5
7643,15654760,Su,811,France,Male,40,1,101514.89,1,1,1,121765,0,,101515,318.6141868,319,,,3890,M,654760,2
7644,15632669,Rees,722,Spain,Female,32,4,0,2,1,1,113666.48,0,,0,0,0,,,4303,F,632669,4
7645,15613673,Lung,675,France,Male,28,9,0,1,1,0,134110.93,0,,0,0,0,,,3271,M,613673,4
7646,15698522,Thomas,660,Germany,Male,39,9,134599.33,2,1,0,183095.87,0,,134599,366.8773637,367,,,829,M,698522,6
7647,15741633,Fuller,566,Spain,Male,32,10,147511.26,1,1,1,159891.03,0,,147511,384.0716079,384,,,1998,M,741633,6
7648,15674583,Trevisani,768,France,Male,25,0,78396.08,1,1,1,8316.19,0,,78396,279.9928571,280,,,9586,M,674583,9
7649,15665374,Dumolo,610,Spain,Female,31,5,0,2,0,0,63736.36,0,,0,0,0,,,6840,F,665374,6
7650,15588854,Wu,715,France,Female,31,3,110581.29,1,1,1,94715.24,0,,110581,332.537216,333,,,5254,F,588854,2
7651,15810716,Kerr,750,Germany,Male,42,8,151836.36,2,1,0,68695.38,0,,151836,389.6613915,390,,,6590,M,810716,4
7652,15776921,Geoghegan,431,Germany,Male,45,5,83624.55,2,0,0,36899.62,0,,83625,289.1798748,289,,,8182,M,776921,9
7653,15569394,Bailey,704,France,Male,24,2,148197.15,2,1,0,182775.08,0,,148197,384.9636346,385,,,849,M,569394,6
7654,15788215,Hsia,535,Spain,Female,30,5,122924.75,1,0,0,62390.59,1,,122925,350.6066172,351,,,6913,F,788215,4
7655,15641007,Holden,614,France,Female,38,4,72594,1,1,1,76042.48,0,,72594,269.4327374,269,,,6233,F,641007,6
7656,15594651,Milani,748,France,Male,38,4,115221.36,1,0,1,70956.75,0,,115221,339.4421895,339,,,6485,M,594651,6
7657,15575146,Jamieson,492,Germany,Male,51,8,117808.74,2,1,1,67311.12,0,,117809,343.2331569,343,,,6656,M,575146,8
7658,15608916,Ndubueze,573,France,Male,40,7,147754.68,1,1,1,110454.46,0,,147755,384.3891258,384,,,4454,M,608916,8
7659,15666297,Abramova,706,Spain,Female,53,3,0,3,0,0,88479.02,1,,0,0,0,,,5590,F,666297,8
7660,15598586,Wetherspoon,680,France,Male,31,10,113292.17,1,1,1,122639.73,0,,113292,336.5887699,337,,,3846,M,598586,11
7661,15665014,Middleton,458,Spain,Male,36,5,0,2,1,0,79723.78,0,,0,0,0,,,6029,M,665014,9
7662,15701738,Arcuri,612,Germany,Male,44,2,115163.38,1,1,1,97677.52,1,,115163,339.3567444,339,,,5115,M,701738,6
7663,15650591,Calabrese,809,Germany,Male,50,10,118098.62,1,1,1,100720.02,1,,118099,343.6553506,344,,,4971,M,650591,9
7664,15652667,Hampton,590,France,Male,39,9,0,2,1,1,104730.52,0,,0,0,0,,,4740,M,652667,7
7665,15679622,Clayton,602,France,Male,35,8,0,1,1,1,22499.29,0,,0,0,0,,,8892,M,679622,7
7666,15730150,Otutodilichukwu,540,Spain,Male,37,0,120825.7,1,1,0,28257.89,0,,120826,347.6003452,348,,,8600,M,730150,15
7667,15813192,Chukwuemeka,494,France,Male,25,6,0,2,0,1,109988.09,0,,0,0,0,,,4475,M,813192,11
7668,15606554,Douglas,797,France,Male,29,1,0,1,0,1,149991.32,0,,0,0,0,,,2456,M,606554,7
7669,15611794,Galloway,526,Germany,Male,61,6,133845.28,2,1,1,45180.8,0,,133845,365.8483292,366,,,7794,M,611794,8
7670,15672357,Sochima,631,Spain,Male,38,7,0,2,1,0,181605.85,0,,0,0,0,,,905,M,672357,7
7671,15711759,Wilkins,576,France,Female,29,5,108541.04,1,1,1,126469.09,0,,108541,329.4556116,329,,,3645,F,711759,7
7672,15615296,Rice,405,France,Male,39,10,0,1,1,0,160810.85,1,,0,0,0,,,1962,M,615296,4
7673,15699294,Pope,555,France,Male,30,1,0,2,0,0,88146.86,0,,0,0,0,,,5605,M,699294,4
7674,15788634,Romani,750,Spain,Female,37,2,113817.06,1,0,0,88333.74,0,,113817,337.3677519,337,,,5598,F,788634,6
7675,15660871,Ch'ang,665,France,Male,28,8,137300.23,1,1,0,90174.83,0,,137300,370.5401463,371,,,5496,M,660871,6
7676,15618258,Chizuoke,640,Spain,Male,37,5,158024.38,1,1,0,81298.09,0,,158024,397.5223264,398,,,5947,M,618258,8
7677,15722535,Ireland,457,France,Female,33,7,127837.54,1,0,1,60013.17,0,,127838,357.5444028,358,,,7039,F,722535,7
7678,15711977,Finch,695,France,Male,36,4,161533,1,1,0,100940.91,0,,161533,401.9116818,402,,,4957,M,711977,5
7679,15690169,Meng,645,France,Male,31,7,161171.7,2,1,0,12599.94,1,,161172,401.462327,401,,,9368,M,690169,4
7680,15790689,Hibbins,647,Spain,Male,32,9,80958.36,1,1,1,128590.73,0,,80958,284.5311934,285,,,3540,M,790689,7
7681,15665181,Chung,808,Spain,Male,25,7,0,2,0,1,23180.37,0,,0,0,0,,,8863,M,665181,5
7682,15633608,Black,641,France,Male,33,2,146193.6,2,1,1,55796.83,1,,146194,382.3532398,382,,,7256,M,633608,5
7683,15805261,Balashov,700,Spain,Male,29,8,0,2,0,1,152097.02,0,,0,0,0,,,2365,M,805261,8
7684,15740356,Palmer,660,Germany,Male,26,4,115021.76,1,0,1,162443.05,0,,115022,339.1489348,339,,,1890,M,740356,6
7685,15808223,Lea,615,Spain,Male,41,1,126773.43,1,1,1,55551.26,0,,126773,356.0519625,356,,,7272,M,808223,3
7686,15769980,Singleton,705,Germany,Female,40,3,92889.91,1,1,1,109496.69,0,,92890,304.7786082,305,,,4500,F,769980,9
7687,15675450,Burt,718,France,Male,48,9,0,2,1,1,72105.63,0,,0,0,0,,,6432,M,675450,4
7688,15776494,Siciliano,754,France,Male,61,5,146622.35,1,1,1,41815.22,1,,146622,382.9125226,383,,,7956,M,776494,9
7689,15592412,Sun,713,Germany,Male,45,4,131038.14,1,1,0,74005.04,1,,131038,361.9917126,362,,,6336,M,592412,3
7690,15777452,Sauve,587,France,Female,46,6,88820.29,1,0,0,70224.34,0,,88820,298.0268444,298,,,6520,F,777452,5
7691,15692258,Thompson,569,Spain,Male,31,1,115406.97,1,0,0,145528.22,0,,115407,339.7160579,340,,,2695,M,692258,8
7692,15791045,Boni,568,France,Female,38,3,132951.92,1,0,1,124486.28,0,,132952,364.6258356,365,,,3758,F,791045,4
7693,15807889,Wood,634,Germany,Male,74,5,108891.7,1,1,0,10078.02,0,,108892,329.9878786,330,,,9482,M,807889,4
7694,15602043,Buccho,770,Germany,Female,46,5,141788.63,2,0,0,164967.21,0,,141789,376.5488016,377,,,1750,F,602043,6
7695,15807335,Spencer,676,Spain,Female,64,4,116954.32,1,1,1,91149.48,0,,116954,341.9853798,342,,,5448,F,807335,7
7696,15629985,Eidson,723,Germany,Female,47,10,90450,2,0,0,103379.31,1,,90450,300.7490648,301,,,4821,F,629985,6
7697,15679453,Hung,614,Germany,Female,39,8,125997.22,1,1,1,128049.34,1,,125997,354.9605612,355,,,3564,F,679453,4
7698,15637315,Melvin,601,Spain,Female,41,3,0,2,1,0,54342.83,0,,0,0,0,,,7336,F,637315,6
7699,15691513,Dawkins,592,France,Male,60,9,0,4,1,1,13614.01,1,,0,0,0,,,9314,M,691513,7
7700,15622289,Rizzo,605,Spain,Female,36,9,0,2,0,1,35521.63,0,,0,0,0,,,8262,F,622289,5
7701,15715184,Capon,752,Spain,Female,31,4,144637.86,2,1,0,40496.72,0,,144638,380.313029,380,,,8016,F,715184,5
7702,15702801,Ts'ao,677,France,Female,29,3,86616.35,1,0,0,91903.9,1,,86616,294.3059632,294,,,5411,F,702801,5
7703,15719931,Johnstone,850,France,Male,31,8,0,2,1,0,178667.7,0,,0,0,0,,,1054,M,719931,9
7704,15806081,Fleming,608,Germany,Female,48,2,127924.25,2,1,0,32202.61,0,,127924,357.6646474,358,,,8419,F,806081,7
7705,15796336,Chang,786,Spain,Female,34,9,0,2,1,0,117034.32,0,,0,0,0,,,4123,F,796336,5
7706,15647306,Gibbs,777,France,Female,29,9,131240.61,1,1,1,163746.09,1,,131241,362.2719973,362,,,1813,F,647306,5
7707,15742369,Rita,667,Spain,Male,31,5,0,2,1,1,20346.69,0,,0,0,0,,,8995,M,742369,4
7708,15655859,Munro,848,Spain,Male,35,5,120046.74,2,1,0,84710.65,0,,120047,346.4779935,346,,,5769,M,655859,5
7709,15675650,Duncan,486,France,Female,39,8,97819.36,1,0,1,120531.31,0,,97819,312.7602916,313,,,3961,F,675650,6
7710,15574119,Okwuadigbo,598,Spain,Female,64,1,62979.93,1,1,1,152273.57,0,,62980,250.9581638,251,,,2357,F,574119,10
7711,15754168,McIntosh,506,France,Female,40,3,0,1,1,1,144345.58,0,,0,0,0,,,2749,F,754168,8
7712,15763029,Ch'iu,612,Germany,Male,46,9,161450.03,1,1,1,96961,1,,161450,401.8084121,402,,,5136,M,763029,5
7713,15765048,Watt,545,France,Male,30,3,0,2,1,0,170307.43,0,,0,0,0,,,1503,M,765048,4
7714,15786215,Udinese,793,France,Male,56,8,119496.25,2,1,0,29880.99,0,,119496,345.6819347,346,,,8527,M,786215,7
7715,15707559,Clark,682,France,Female,30,9,0,2,1,1,195104.91,0,,0,0,0,,,253,F,707559,5
7716,15582129,Hsia,517,France,Male,62,1,43772.66,3,1,0,187756.24,1,,43773,209.2199799,209,,,623,M,582129,4
7717,15687540,Obiuto,684,France,Male,32,9,100249.41,2,0,1,67599.69,0,,100249,316.6212248,317,,,6643,M,687540,6
7718,15787196,T'ien,692,Spain,Male,46,2,0,2,1,1,105983.09,0,,0,0,0,,,4673,M,787196,5
7719,15670898,McKenzie,740,France,Female,60,5,108028.08,2,0,0,25980.42,1,,108028,328.6761324,329,,,8734,F,670898,8
7720,15775433,Tang,666,Germany,Male,71,1,53013.29,2,1,1,112222.64,0,,53013,230.2455211,230,,,4380,M,775433,4
7721,15700693,Tu,693,France,Male,68,2,0,2,1,1,59864.96,0,,0,0,0,,,7047,M,700693,2
7722,15677955,Tsui,757,Germany,Male,33,1,122088.67,1,1,0,42581.09,0,,122089,349.4123638,349,,,7914,M,677955,4
7723,15570086,Lynch,684,Germany,Male,18,9,90544,1,0,1,4777.23,0,,90544,300.9053007,301,,,9748,M,570086,5
7724,15794875,Hung,691,Spain,Male,35,6,0,2,0,1,178038.17,0,,0,0,0,,,1088,M,794875,4
7725,15673591,Oluchukwu,842,France,Male,44,3,141252.18,4,0,1,128521.16,1,,141252,375.8350702,376,,,3543,M,673591,9
7726,15631756,Tuan,482,France,Female,35,5,147813.05,2,0,0,109029.72,0,,147813,384.4645627,384,,,4527,F,631756,4
7727,15757617,Lewis,735,France,Male,55,6,134140.68,1,1,0,2267.88,0,,134141,366.252645,366,,,9877,M,757617,5
7728,15612729,Chidiebere,681,France,Female,63,7,0,2,1,1,55054.48,0,,0,0,0,,,7296,F,612729,10
7729,15637857,Woolacott,616,France,Female,31,8,0,1,0,1,76456.17,0,,0,0,0,,,6215,F,637857,9
7730,15681007,Yen,850,France,Female,35,2,128548.49,4,1,0,75478.95,1,,128548,358.5359117,359,,,6262,F,681007,3
7731,15593622,Service,635,France,Male,43,10,122198.21,2,0,1,179144.54,0,,122198,349.5683052,350,,,1034,M,593622,7
7732,15629273,Lin,638,Germany,Male,42,8,145177.84,1,1,0,193471.74,1,,145178,381.0223091,381,,,332,M,629273,3
7733,15765846,Chuang,820,Spain,Female,31,2,94222.53,1,1,0,103570.8,0,,94223,306.9576518,307,,,4807,F,765846,6
7734,15596013,Akhtar,694,Germany,Female,58,1,143212.22,1,0,0,102628.56,1,,143212,378.4336137,378,,,4862,F,596013,6
7735,15722473,Faulkner,713,France,Male,41,3,0,2,1,0,55772.04,0,,0,0,0,,,7259,M,722473,8
7736,15774936,Liang,543,Germany,Male,41,6,143350.41,1,1,1,192070.16,1,,143350,378.6159004,379,,,406,M,774936,5
7737,15685640,Dancy,649,France,Female,41,3,130931.83,1,1,1,144808.37,0,,130932,361.8452708,362,,,2728,F,685640,5
7738,15566563,Duigan,777,France,Female,30,4,137851.31,1,1,0,5008.23,1,,137851,371.282911,371,,,9736,F,566563,6
7739,15768746,McLean,561,France,Male,33,6,0,2,0,0,173680.39,0,,0,0,0,,,1325,M,768746,6
7740,15689952,Zuyeva,724,Spain,Male,41,5,0,1,0,1,115753.94,0,,0,0,0,,,4199,M,689952,6
7741,15725906,Hankinson,665,Spain,Female,51,8,0,1,1,1,38928.48,1,,0,0,0,,,8081,F,725906,9
7742,15634501,Wei,441,France,Male,60,1,140614.15,1,0,1,174381.23,0,,140614,374.985333,375,,,1287,M,634501,3
7743,15571940,Afamefula,579,Spain,Male,22,3,118680.57,1,1,1,49829.8,0,,118681,344.5010885,345,,,7555,M,571940,9
7744,15741643,Chiang,777,Germany,Male,35,7,122917.69,1,1,1,76169.68,0,,122918,350.5966343,351,,,6229,M,741643,6
7745,15806822,Myers,739,France,Female,36,0,0,2,0,0,133465.57,0,,0,0,0,,,3300,F,806822,5
7746,15701166,Chinedum,660,France,Male,40,5,131754.11,2,1,1,38761.61,0,,131754,362.9793383,363,,,8098,M,701166,8
7747,15718531,Ukaegbunam,554,France,Female,35,8,0,2,1,1,176779.46,0,,0,0,0,,,1168,F,718531,10
7748,15628308,Akubundu,850,France,Female,24,6,0,2,1,1,13159.9,0,,0,0,0,,,9342,F,628308,8
7749,15585287,Sal,842,Germany,Female,35,9,119948.09,1,1,0,48217.97,1,,119948,346.3350978,346,,,7644,F,585287,3
7750,15781619,Stevenson,785,France,Female,38,1,0,1,1,0,134964.85,1,,0,0,0,,,3223,F,781619,9
7751,15805162,Sutherland,550,France,Male,25,0,0,2,1,1,184221.11,0,,0,0,0,,,774,M,805162,10
7752,15588535,Ts'ao,750,Spain,Female,39,6,0,2,0,0,19264.33,0,,0,0,0,,,9058,F,588535,5
7753,15775307,Sung,490,Spain,Female,38,3,97266.1,1,1,1,92797.23,0,,97266,311.8749749,312,,,5369,F,775307,4
7754,15777616,Pisani,605,Germany,Male,28,10,113690.83,1,1,0,33114.24,0,,113691,337.1809603,337,,,8378,M,777616,6
7755,15692291,Hs?eh,563,Spain,Female,42,6,99056.22,2,1,0,154347.95,1,,99056,314.7316317,315,,,2262,F,692291,5
7756,15680843,Sherrod,675,France,Male,34,8,0,2,1,1,184842.21,0,,0,0,0,,,745,M,680843,7
7757,15606232,Holloway,621,Spain,Female,36,7,116338.68,1,1,1,155743.48,0,,116339,341.0850334,341,,,2209,F,606232,8
7758,15641585,Newton,850,France,Male,40,6,97339.99,1,0,1,88815.25,0,,97340,311.9935897,312,,,5565,M,641585,6
7759,15684358,Kang,711,France,Male,41,3,0,2,1,1,193747.57,0,,0,0,0,,,319,M,684358,4
7760,15806389,Walton,549,Germany,Female,55,1,137592.31,2,0,1,116548.02,1,,137592,370.9339564,371,,,4152,F,806389,6
7761,15641860,Bradley,764,Germany,Male,34,6,108760.27,2,1,0,166324.79,1,,108760,329.7878106,330,,,1703,M,641860,7
7762,15814237,Watkins,627,Germany,Male,30,3,128770.88,2,1,1,40199.01,0,,128771,358.846764,359,,,8038,M,814237,7
7763,15808780,Tien,850,France,Female,34,2,0,2,0,0,51919.04,0,,0,0,0,,,7458,F,808780,4
7764,15767064,Davide,614,Spain,Female,36,1,44054.84,1,1,1,73329.08,0,,44055,209.8928298,210,,,6366,F,767064,6
7765,15751177,Milne,685,Germany,Female,44,2,119657.53,1,1,0,145387.05,1,,119658,345.9161748,346,,,2701,F,751177,5
7766,15613427,Barling,683,Germany,Female,49,7,108797.63,2,0,0,140763.18,0,,108798,329.8454183,330,,,2936,F,613427,7
7767,15647259,Barnett,643,Spain,Male,35,2,0,2,0,0,67979.35,0,,0,0,0,,,6623,M,647259,7
7768,15748660,Ellis,561,Germany,Female,49,1,102025.32,1,1,0,133051.64,1,,102025,319.4135251,319,,,3320,F,748660,5
7769,15726695,Hsia,601,Spain,Female,20,9,122446.61,2,1,0,86791.9,0,,122447,349.9242775,350,,,5658,F,726695,4
7770,15757473,Chukwujamuike,766,France,Female,27,7,158786.67,2,0,1,47579.25,0,,158787,398.4808653,398,,,7676,F,757473,13
7771,15809509,Venables,699,France,Male,29,3,125689.29,1,1,1,151623.71,0,,125689,354.5264447,355,,,2389,M,809509,8
7772,15715512,Hsia,850,Germany,Male,29,1,154640.41,1,1,1,164039.51,0,,154640,393.2429275,393,,,1801,M,715512,4
7773,15614168,Alexander,792,Germany,Female,50,4,146710.76,1,1,0,16528.4,1,,146711,383.0287195,383,,,9176,F,614168,9
7774,15679818,Yuan,636,Germany,Male,67,7,136709.35,1,0,1,66753.1,1,,136709,369.7418018,370,,,6682,M,679818,4
7775,15609928,Johnston,850,Germany,Male,43,5,129305.09,2,0,1,19244.58,0,,129305,359.5900444,360,,,9060,M,609928,8
7776,15731246,Hobler,628,Spain,Male,40,10,0,2,1,0,103832.58,0,,0,0,0,,,4790,M,731246,6
7777,15685243,Jamieson,736,France,Female,63,10,0,2,0,1,502.7,0,,0,0,0,,,9977,F,685243,8
7778,15638730,Macleod,711,France,Female,21,0,82844.33,2,0,1,1408.68,0,,82844,287.8263365,288,,,9920,F,638730,7
7779,15697034,Norris,583,Spain,Female,22,2,0,2,0,1,5985.36,0,,0,0,0,,,9690,F,697034,6
7780,15699225,Pirozzi,757,France,Male,46,0,0,2,1,0,37460.05,0,,0,0,0,,,8153,M,699225,7
7781,15677387,Folliero,749,Germany,Female,33,10,76692.22,1,0,1,30396.43,0,,76692,276.9332049,277,,,8511,F,677387,8
7782,15759184,Russell,705,France,Male,34,7,117715.84,1,1,0,2498.67,0,,117716,343.0976537,343,,,9868,M,759184,7
7783,15595991,Hsiung,585,France,Male,54,8,87105.32,1,1,1,55346.14,0,,87105,295.1355621,295,,,7282,M,595991,6
7784,15681332,Tate,437,France,Female,43,6,0,1,1,0,148330.97,1,,0,0,0,,,2547,F,681332,4
7785,15756299,Davis,741,France,Female,64,2,69311.16,1,1,1,59237.72,0,,69311,263.2698236,263,,,7079,F,756299,5
7786,15750547,Bair,738,France,Male,26,9,0,2,1,1,48644.94,0,,0,0,0,,,7615,M,750547,4
7787,15566380,Drury,586,Spain,Female,33,10,66948.67,2,1,1,140759.03,0,,66949,258.7450483,259,,,2937,F,566380,5
7788,15675963,Padovano,627,France,Female,57,9,0,2,1,1,107712.42,0,,0,0,0,,,4597,F,675963,8
7789,15674671,Conway,551,Spain,Male,76,2,128410.71,2,1,1,181718.73,0,,128411,358.344806,358,,,901,M,674671,6
7790,15621466,Waters,606,Germany,Male,38,3,99897.53,1,0,0,37054.65,0,,99898,316.0664487,316,,,8174,M,621466,6
7791,15607176,Kang,674,France,Male,22,3,0,1,1,1,173940.59,0,,0,0,0,,,1310,M,607176,4
7792,15570299,Martin,584,Germany,Female,31,6,152622.34,1,1,0,99298.8,0,,152622,390.6686576,391,,,5042,F,570299,6
7793,15613197,Ugochukwutubelum,590,France,Male,40,8,0,2,1,0,62933.03,0,,0,0,0,,,6883,M,613197,16
7794,15798885,Burns,585,France,Male,56,4,138227.19,2,1,1,55287.84,0,,138227,371.7889186,372,,,7286,M,798885,5
7795,15714883,Genovese,508,France,Female,25,2,111395.53,1,0,1,48197.06,0,,111396,333.7603931,334,,,7646,F,714883,8
7796,15604497,Beale,458,Germany,Male,44,7,84386.57,1,1,0,178642.73,0,,84387,290.4944061,290,,,1055,M,604497,5
7797,15773949,Cherkasova,692,France,Female,36,3,0,2,1,1,8282.22,0,,0,0,0,,,9587,F,773949,10
7798,15774164,Coles,502,Germany,Male,33,5,174673.65,2,1,0,33300.56,0,,174674,417.9401871,418,,,8370,M,774164,5
7799,15774127,Potter,518,France,Male,46,3,0,2,1,0,76515.79,0,,0,0,0,,,6211,M,774127,6
7800,15619016,McMinn,660,Germany,Male,46,5,109019.65,2,1,1,33680.56,0,,109020,330.1817681,330,,,8353,M,619016,6
7801,15795759,Bergamaschi,698,Germany,Female,52,1,107906.75,1,1,0,168886.39,1,,107907,328.492009,328,,,1564,F,795759,11
7802,15798844,Chijindum,678,France,Male,54,7,128914.97,1,0,0,191746.23,1,,128915,359.0473506,359,,,421,M,798844,9
7803,15717962,Ch'iu,773,Spain,Male,63,9,111179.83,1,1,1,93091.02,0,,111180,333.4366507,333,,,5347,M,717962,5
7804,15691504,Yusupova,619,Germany,Female,52,8,124099.13,1,0,0,23904.52,0,,124099,352.2768797,352,,,8834,F,691504,8
7805,15693893,Davis,684,Germany,Male,59,9,122471.09,1,0,1,15807.07,0,,122471,349.958569,350,,,9214,M,693893,5
7806,15672499,Iadanza,635,France,Male,34,3,134692.4,2,1,1,83773.02,0,,134692,367.0040872,367,,,5820,M,672499,7
